Publication Type,Authors,Author Full Name,Group Authors,Document Title,Publication Name,Book Series Title,Editor,Language,Document Type,Edition,Discipline,Research Areas,Author Keywords,Keywords Plus®,Abstract,Author Address,Publisher Address,Author's E-Mail,ResearcherID,ORCID Identifier,180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,Publisher Web Address,ISSN,ISBN,29-Character Source Abbreviation,ISO Source Abbreviation,Year Published,Publication Date,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Page Count,DOI,Document Delivery Number,PubMed ID,Open Access Indicator,Highly Cited Status,Hot Paper Status,Date of Export,Accession Number
J,"Tariq, S; Loy-Benitez, J; Yoo, C","Tariq, Shahzeb; Loy-Benitez, Jorge; Yoo, ChangKyoo",,Multi-sensor fault detection and correction for automated IAQ monitoring in smart buildings through attention-aware autoencoders with spatial prediction module,JOURNAL OF BUILDING ENGINEERING,,,,Article,,,Engineering,"Building environments, Multiple sensor failure, Fault detection, Multi-head attention, Ventilation control",INDOOR AIR-QUALITY,"The integration of interconnected monitoring and control devices has significantly enhanced the management of indoor building environments, notably in underground subway stations. In these sophisticated settings, the accuracy of monitoring systems is critical, as data-driven control systems rely extensively on sensor feedback. However, sensor faults arising from hardware damage, wear, and cyberattacks compromise the reliability of these complex systems. Despite extensive efforts, existing methods still face challenges in accurately detecting and reconstructing faults, particularly when dealing with multiple sensor failures. This study introduces a hybrid sensor validation framework that combines a multi-head attention-based denoising autoencoder (AE) with a deep learning prediction module. The performance assessment of the proposed gated recurrent unit (GRU) integrated attention-based fault detection, and reconstruction network (GADRN) shows a significant 33 % and 21 % improvement in critical success index compared to Independent Component Analysis and GRU-AE frameworks. GADRN consistently identified faulty sensors across various fault periods, achieving the lowest false alarm rate of 11 % against several conventional and machine learning-based models. A ventilation control analysis highlights the significance of incorporating a sensor validation framework in modern buildings. The outputs by the GADRN led to a 22.5 % decrease in energy consumption by preventing unnecessary resource use attributed to sensor faults.","[Tariq, S; Yoo, C] Kyung Hee Univ, Coll Engn, Dept Environm Sci & Engn, Integrated Engn, 1732 Deogyeong Daero, Yongin 17104, Gyeonggi Do, South Korea; [Loy-Benitez, J] Hanyang Univ, Dept Earth Resources & Environm Engn, 222 Wangsimni Ro, Seoul 04763, South Korea","Yoo, C (corresponding author), Kyung Hee Univ, Coll Engn, Dept Environm Sci & Engn, Integrated Engn, 1732 Deogyeong Daero, Yongin 17104, Gyeonggi Do, South Korea.",ckyoo@khu.ac.kr,,,,,,,,,,,,,2024,NOV,96,,,,,10573,10573,,10.1016/j.jobe.2024.110573,,,,,,2026-04-25,CCC:001317207900001
J,"Razavi, R; Gharipour, A; Fleury, M; Akpan, IJ","Razavi, Rouzbeh; Gharipour, Amin; Fleury, Martin; Akpan, Ikpe Justice",,Occupancy detection of residential buildings using smart meter data: A large-scale study,ENERGY AND BUILDINGS,,,,Article,,,Engineering; Energy & Fuels,"Buildings occupancy, Smart meters, Privacy, Data mining","LIGHTING CONTROL, OFFICE, SENSORS, MODELS, ROOM","Advanced Metering Infrastructures (AMIs) are installed to gather localized and frequently acquired energy consumption data. Despite many potential benefits, the installation of such meters has resulted in growing privacy concerns amongst the public. By analyzing the electricity consumption behavior of more than 5000 households over an 18-month period and deploying a wide array of machine learning methods, this paper examines whether high-frequency meter data are sufficient to predict the home-occupancy status of households not only in the present but also in the future. The authors believe that this is the first study at such a scale on this issue. The study proposes a genetic programming approach for feature engineering when training the models. The results reveal a high predictive power for smart meter data in establishing the present and future occupancy status of households. Also, the analysis of the demographic data suggests that households known to be least concerned with privacy are the ones who are more vulnerable to smart meter privacy implications. (C) 2018 Elsevier B.V. All rights reserved.","[Razavi, R; Akpan, IJ] Kent State Univ, Dept Management & Informat Syst, Kent, OH 44242 USA; [Gharipour, A] Griffith Univ, Sch Informat & Commun Technol, Nathan, Qld, Australia; [Fleury, M] Univ Essex, Sch Comp Sci & Elect Engn, Colchester, Essex, England","Razavi, R (corresponding author), Kent State Univ, Dept Management & Informat Syst, Kent, OH 44242 USA.",rrazavi@kent.edu,,,,,,,,,,,,,2019,JAN,183,,,,,195,208,,10.1016/j.enbuild.2018.11.025,,,,,,2026-04-25,CCC:000456760000016
J,"Sheikhnejad, Y; Gonçalves, D; Oliveira, M; Martins, N","Sheikhnejad, Y.; Goncalves, D.; Oliveira, M.; Martins, N.",,Can buildings be more intelligent than users?-The role of intelligent supervision concept integrated into building predictive control,ENERGY REPORTS,,,,Article,,,Energy & Fuels; Engineering,"Energy efficiency, Green buildings, Intelligent supervision, Supervised predictive control","FILLED POROUS-MEDIA, THERMAL COMFORT, HEAT-TRANSFER, ENERGY","This study addresses a new generation of adaptable intelligent control systems for energy management. The proposed approach consists of a high-level predictive control system based on advanced simulation and optimization algorithms which interact with conventional machine-level controllers of HVAC systems, e.g., PID, in order to define optimized set points considering current and forecasted operation conditions, minimizing a predefined objective cost function, e.g., energy consumption, subjected to maintain predefined levels of comfort. The flexibility of the proposed architecture and the development of reliable surrogate models based on robust machine learning techniques are key features to combine green building requirements while granting or even improving occupant comfort. A first version of the proposed system was developed, and preliminary results emphasize its role in the path of transition to intelligent green buildings as a part of new buildings or, more important, as a retrofit of current buildings, with almost no changes on infrastructures, but promoting them to a smart building level. (C) 2019 Published by Elsevier Ltd.","[Sheikhnejad, Y; Gonçalves, D; Oliveira, M; Martins, N] Univ Aveiro, Dept Mech Engn, P-3810193 Aveiro, Portugal; [Sheikhnejad, Y; Gonçalves, D; Oliveira, M; Martins, N] Univ Aveiro, Ctr Mech Technol & Automat, P-3810193 Aveiro, Portugal","Sheikhnejad, Y (corresponding author), Univ Aveiro, Dept Mech Engn, P-3810193 Aveiro, Portugal.",yahya@ua.pt,,,,,,,,,,,,,2020,FEB,6,,,1,,409,416,,10.1016/j.egyr.2019.08.081,,,,,,2026-04-25,CCC:000518455400064
J,"Yue, W; Yu, CG; Antonidoss, A; Anbarasan, M","Yue, Wang; Yu, Changgang; Antonidoss, A.; Anbarasan, M.",,Deep Learning-Based Monitoring Sustainable Decision Support System for Energy Building to Smart Cities with Remote Sensing Techniques,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,,,,Article,,,Acoustics; Optics,,,"In modern society, energy conservation is an important consideration for sustainability. The availability of energy-efficient infrastructures and utilities depend on the sustainability of smart cities. The big streaming data generated and collected by smart building devices and systems contain useful information that needs to be used to make timely action and better decisions. The ultimate objective of these procedures is to enhance the city's sustainability and livability. The replacement of decades-old infrastructures, such as underground wiring, steam pipes, transportation tunnels, and high-speed Internet installation, is already a major problem for major urban regions. There are still certain regions in big cities where broadband wire-less service is not available. The decision support system is recently acquiring increasing attention in the smart city context. In this article, a deep learning-based sustainable decision support system (DLSDSS) has been proposed for energy building in smart cities. This study proposes the integration of the Internet of Things into smart build-ings for energy management, utilizing deep learning methods for sensor information decision making. Building a socially advanced environment aims to enhance city services and urban administration for residents in smart cities using remote sensing techniques. The proposed deep learning methods classify buildings based on energy efficiency. Data gathered from the sensor network to plan smart cities' development include a deep learning algorithm's structural assembly of data. The deep learning algorithm provides decision makers with a model for the big data stream. The numerical results show that the proposed method reduces energy consumption and enhances sensor data accuracy by 97.67% with better decision making in planning smart infrastructures and services. The experimental outcome of the DLSDSS enhances accuracy (97.67%), time complexity (98.7%), data distribution rate (97.1%), energy consumption rate (98.2%), load shedding ratio (95.8%), and energy efficiency (95.4%).","[Yue, W] Nanyang Inst Technol, Sch Comp & Software, Nanyang 473000, Henan, Peoples R China; [Yu, CG] Nanyang Puguang Elect Power Co Ltd, Nanyang 473000, Henan, Peoples R China; [Antonidoss, A] Hindustan Inst Technol, Malumichampatti, India; [Anbarasan, M] Sairam Inst Technol, Chennai, Tamil Nadu, India","Yue, W (corresponding author), Nanyang Inst Technol, Sch Comp & Software, Nanyang 473000, Henan, Peoples R China.",sophia07040815@163.com,,,,,,,,,,,,,2022,SEP,88,9,,,,593,601,,10.14358/PERS.22-00010R2,,,,,,2026-04-25,CCC:000861076400010
J,"Tan, ND; Quy, NM; Nguyen, V","Tan, Nguyen Duy; Quy, Nguyen Minh; Nguyen, Van-Hau",,EE-AIRP: An AI-enhanced energy-efficient routing protocol for IoT-enabled WSNs,COMPUTER NETWORKS,,,,Article,,,Telecommunications; Computer Science,"Internet of things (IoT), Wireless sensor networks (WSNs), Energy-efficient, Routing, Clustering, Data fusion, A* algorithm","CLUSTERING PROTOCOL, ALGORITHM, LIFETIME","Wireless sensor networks (WSNs) have become essential components in Internet of Things (IoT) applications for data collection and processing. The constrained energy resources and limited computational capacities inherent in sensor nodes impose significant limitations on the operational lifespan of WSNs, thereby constituting a persistent and critical research challenge in the field. This paper proposes an Energy-Efficient Artificial Intelligence-based Routing Protocol (EE-AIRP) to extend network lifespan in WSN-based IoT applications. The proposed methodology offers three principal innovations that collectively advance the current state of research: (1) network zone partitioning using the DBSCAN machine learning algorithm to form approximately balanced clusters based on node distribution density, (2) intelligent cluster head (CH) selection using a multi-criteria fitness function that weighs residual energy, proximity to Sink device, and distribution density, and (3) an optimized path formation strategy for both intra-cluster and inter-cluster data transmission, leveraging an enhanced A*-based routing algorithm to minimize communication overhead and improve energy efficiency. Performance evaluations across three diverse scenarios demonstrate that EE-AIRP-averaged over multiple independent runs-achieves substantial energy-efficiency gains, approximately 40% relative to LEACH-C and 28%, 12%, and 6% compared with H-KDTREE, PECR, and KMSC, respectively. Moreover, the protocol extends network lifetime by promoting a more balanced distribution of energy consumption across sensor nodes than these baseline protocols. These findings-reported with dispersion measures-corroborate the robustness and reproducibility of EE-AIRP under both dense and sparse deployments. These improvements make EE-AIRP particularly suitable for IoT applications such as environmental monitoring, healthcare, and smart buildings, where network longevity is critical. The EE-AIRP code and corresponding simulation results can be found at: https://doi.org/10.5281/zenodo.17149005.","[Tan, ND; Quy, NM; Nguyen, V] Hung Yen Univ Technol & Educ, Fac Informat Technol, Hung Yen, Vietnam","Nguyen, V (corresponding author), Hung Yen Univ Technol & Educ, Fac Informat Technol, Hung Yen, Vietnam.",tanndhyvn@gmail.com; quyutehy@gmail.com; haunv@utehy.edu.vn,,,,,,,,,,,,,2025,DEC,273,,,,,11770,11770,,10.1016/j.comnet.2025.111770,,,,,,2026-04-25,CCC:001604660700001
J,"Liu, G; Ou, JP; Zheng, Y; Cai, YT; Liu, XP; Zhang, HH","Liu, Geng; Ou, Jinpei; Zheng, Yue; Cai, Yaotong; Liu, Xiaoping; Zhang, Honghui",,"Large-scale building-level electricity consumption estimation for multiple building types: A case study from Dongguan, China",SUSTAINABLE CITIES AND SOCIETY,,,,Article,,,Energy & Fuels; Engineering,"Building electricity consumption, Machine learning, Multiple building types, Building level, Urban energy efficiency","ENERGY-CONSUMPTION, SPATIAL-DISTRIBUTION, URBAN FORM, SIMULATION, PREDICTION, MODEL, GENERATION, ALGORITHM, FEATURES, DENSITY","Accurate estimation of building electricity consumption (BEC) is essential for sustainable urban development and effective energy management. Existing methods, which rely on using physical models or small-scale surveys, often lack the accuracy and reliability required to provide meaningful insights at the city-scale building level. To address this gap, we introduce a data-driven framework combining electricity consumption data from meters with building footprint data. This framework, implemented in the megacity of Dongguan, China, utilizes five advanced machine learning algorithms to estimate BEC for residential, commercial, and industrial buildings. Our results show that the random forest (RF) model outperforms other algorithms, with building volume identified as the primary predictor. Spatially, residential BEC decreases from urban centers to suburban and rural areas, while commercial BEC exhibits polarization, with high concentrations in central urban areas and key commercial towns. Although industrial BEC is widespread, it shows localized high-consumption clusters. At the community level, BEC patterns exhibit strong spatial autocorrelation, with distinct hot spots and cold spots observed for residential, commercial, and industrial BEC, despite significant variations in their spatial distributions. Both total BEC and BEC intensity exhibit log-normal distribution characteristics across building types. In terms of median BEC intensity, commercial and industrial buildings consume 3.2 times and 5 times more electricity per unit area, respectively, compared to residential buildings. This study advances the accurate estimation of BEC at the building level for multiple building types within a Chinese megacity, providing valuable insights for sustainable urban planning and energy efficiency policies.","[Liu, G; Ou, JP; Zheng, Y; Cai, YT; Liu, XP] Sun Yat Sen Univ, Sch Geog & Planning, Guangdong Key Lab Urbanizat & Geosimulat, Guangzhou 510275, Peoples R China; [Liu, XP] Southern Marine Sci & Engn Guangdong Lab Zhuhai, Zhuhai 519000, Peoples R China; [Zhang, HH] Guangzhou Univ, Sch Geog & Remote Sensing, Guangzhou 510006, Peoples R China; [Zhang, HH] Guangdong Guodi Planning Sci Technol Co Ltd, Guangzhou 510650, Peoples R China","Zheng, Y (corresponding author), Sun Yat Sen Univ, Sch Geog & Planning, Guangdong Key Lab Urbanizat & Geosimulat, Guangzhou 510275, Peoples R China.",zhengy235@mail2.sysu.edu.cn,,,,,,,,,,,,,2025,MAR,121,,,,,6224,6224,,10.1016/j.scs.2025.106224,,,,,,2026-04-25,CCC:001435024600001
J,"Zaidan, E; Abulibdeh, A; Jabbar, R; Onat, NC; Kucukvar, M","Zaidan, Esmat; Abulibdeh, Ammar; Jabbar, Rateb; Onat, Nuri Cihat; Kucukvar, Murat",,Evaluating the impact of the COVID-19 pandemic on the geospatial distribution of buildings' carbon footprints associated with electricity consumption,ENERGY STRATEGY REVIEWS,,,,Article,,,Energy & Fuels; Engineering,"Carbon footprint, Buildings, Machine -learning models, Spatial analysis, COVID-19","LIFE-CYCLE ASSESSMENT, ENERGY-CONSUMPTION, EMISSIONS, CLASSIFICATION, SECTOR, CITY","The carbon footprint (CF) linked to electricity consumption in buildings has become a significant environmental issue because of its significant role in greenhouse gas emissions. This study seeks to assess and examine the CF of electricity consumption in buildings across various building types. Additionally, this paper aims to investigate the impact of the COVID-19 pandemic on the CF of buildings. The investigation involves a comparative analysis between the CF values observed and predicted during the years affected by the pandemic. Additionally, the study evaluates the influence of the pandemic on the accuracy of CF model predictions by employing three distinct machine-learning models. Spatial analyses were conducted to identify clustering patterns of CF and identify areas of both high and low CF concentrations within the study area. The findings demonstrate significant disparities in the CF of electricity consumption across distinct building types, with residential buildings emerging as the largest contributors to carbon emissions. Moreover, the pandemic has had a notable impact on CF patterns, leading to alterations in the areas identified as hotspots and cold spots during the pandemic years compared to the prepandemic period, based on building types.","[Zaidan, E] Hamad Bin Khalifa Univ HBKU, Coll Publ Policy, Doha, Qatar; [Abulibdeh, A] Qatar Univ, Coll Arts & Sci, Dept Humanities, Appl Geog & GIS Program, POB 2713, Doha, Qatar; [Jabbar, R; Onat, NC] Qatar Univ, Coll Engn, Qatar Transportat & Traff Safety Ctr, Doha, Qatar; [Kucukvar, M] Univ Denver, Dept Business Eth & Legal Studies, Daniels Coll Business, 2101 South Univ Blvd, Denver, CO 80208 USA","Abulibdeh, A (corresponding author), Qatar Univ, Coll Arts & Sci, Dept Humanities, Appl Geog & GIS Program, POB 2713, Doha, Qatar.",aabulibdeh@qu.edu.qa,,,,,,,,,,,,,2024,MAR,52,,,,,1350,1350,,10.1016/j.esr.2024.101350,,,,,,2026-04-25,CCC:001201937700001
J,"Mehraban, MH; Alnaser, AA; Sepasgozar, SME","Mehraban, Mohammad H.; Alnaser, Aljawharah A.; Sepasgozar, Samad M. E.",,Building Information Modeling and AI Algorithms for Optimizing Energy Performance in Hot Climates: A Comparative Study of Riyadh and Dubai,BUILDINGS,,,,Article,,,Engineering,"Building Information Modeling (BIM), Machine Learning (ML), energy performance optimization, building envelope analysis, architecture, artificial intelligence (AI), sustainable green buildings, hot climates","CONSUMPTION, PARAMETERS, REGRESSION, EFFICIENCY, WALLS","In response to increasing global temperatures and energy demands, optimizing buildings' energy efficiency, particularly in hot climates, is an urgent challenge. While current research often relies on conventional energy estimation methods, there has been a decrease in the efforts dedicated to leveraging AI-based methodologies as technology advances. This implies a dearth of multiparameter examinations in AI-driven extreme case studies. For this reason, this study aimed to enhance the energy performance of residential buildings in the hot climates of Dubai and Riyadh by integrating Building Information Modeling (BIM) and Machine Learning (ML). Detailed BIM models of a typical residential villa in these regions were created using Revit, incorporating conventional, modern, and green building envelopes (BEs). These models served as the basis for energy simulations conducted with Green Building Studio (GBS) and Insight, focusing on crucial building features such as floor area, external and internal walls, windows, flooring, roofing, building orientation, infiltration, daylighting, and more. To predict Energy Use Intensity (EUI), four ML algorithms, namely, Gradient Boosting Machine (GBM), Random Forest (RF), Support Vector Machine (SVM), and Lasso Regression (LR), were employed. GBM consistently outperformed the others, demonstrating superior prediction accuracy with an R2 of 0.989. This indicates that the model explains 99% of the variance in EUI, highlighting its effectiveness in capturing the relationships between building features and energy consumption. Feature importance analysis (FIA) revealed that roofs (29% in Dubai scenarios (DS) and 40% in Riyadh scenarios (RS)), external walls (19% in DS and 29% in RS), and windows (15% in DS and 9% in RS) have the most impact on energy consumption. Additionally, the study explored the potential for energy optimization, such as cavity green walls and green roofs in RS and double brick walls with VIP insulation and green roofs in DS. The findings of the paper should be interpreted in light of certain limitations but they underscore the effectiveness of combining BIM and ML for sustainable building design, offering actionable insights for enhancing energy efficiency in hot climates.","[Mehraban, MH] Kingston Univ, Dept Civil Engn Construct & Surveying, London KT1 2EE, England; [Alnaser, AA] King Saud Univ, Coll Architecture & Planning, Dept Architecture & Bldg Sci, Riyadh 11574, Saudi Arabia; [Sepasgozar, SME] Univ New South Wales, Sch Built Environm, Sydney, NSW 2052, Australia","Mehraban, MH (corresponding author), Kingston Univ, Dept Civil Engn Construct & Surveying, London KT1 2EE, England.",k2254313@kingston.ac.uk; aaalnaser@ksu.edu.sa; sepas@unsw.edu.au,,,,,,,,,,,,,2024,SEP,14,9,,,,2748,2748,,10.3390/buildings14092748,,,,,,2026-04-25,CCC:001323395300001
J,"Sajjad, M; Khan, SU; Khan, N; Haq, IU; Ullah, A; Lee, MY; Baik, SW","Sajjad, Muhammad; Khan, Samee Ullah; Khan, Noman; Haq, Ijaz Ul; Ullah, Amin; Lee, Mi Young; Baik, Sung Wook",,Towards Efficient Building Designing: Heating and Cooling Load Prediction via Multi-Output Model,SENSORS,,,,Article,,,Spectroscopy; Instruments & Instrumentation; Chemistry,"cooling load, energy consumption, energy efficient building, GRU, heating load","EXTREME LEARNING-MACHINE, ENERGY PERFORMANCE, ARTIFICIAL-INTELLIGENCE","In the current technological era, energy-efficient buildings have a significant research body due to increasing concerns about energy consumption and its environmental impact. Designing an appropriate energy-efficient building depends on its layout, such as relative compactness, overall area, height, orientation, and distribution of the glazing area. These factors directly influence the cooling load (CL) and heating load (HL) of residential buildings. An accurate prediction of these load facilitates a better management of energy consumption and enhances the living standards of inhabitants. Most of the traditional machine learning (ML)-based approaches are designed for single-output (SO) prediction, which is a tedious task due to separate training processes for each output with low performance. In addition, these approaches have a high level of nonlinearity between input and output, which need more enhancement in terms of robustness, predictability, and generalization. To tackle these issues, we propose a novel framework based on gated recurrent unit (GRU) that reliably predicts the CL and HL concurrently. To the best of our knowledge, we are the first to propose a multi-output (MO) sequential learning model followed by utility preprocessing under the umbrella of a unified framework. A comprehensive set of ablation studies on ML and deep learning (DL) techniques is done over an energy efficiency dataset, where the proposed model reveals an incredible performance as compared to other existing models.","[Sajjad, M] Islamia Coll Peshawar, Digital Image Proc Lab, Peshawar 25120, Pakistan; [Khan, SU; Khan, N; Haq, IU; Ullah, A; Lee, MY; Baik, SW] Sejong Univ, Seoul 143747, South Korea","Baik, SW (corresponding author), Sejong Univ, Seoul 143747, South Korea.",Muhammad.sajjad@icp.edu.pk; samee@sju.ac.kr; noman0869@sju.ac.kr; ijazulhaq@sju.ac.kr; qamin3797@gmail.com; miylee@sejong.ac.kr; sbaik@sejong.ac.kr,,,,,,,,,,,,,2020,NOV,20,22,,,,6419,6419,,10.3390/s20226419,,,,,,2026-04-25,CCC:000594570100001
J,"Zaidan, ES; Abulibdeh, A; Alban, A; Jabbar, R","Zaidan, Esmat; Abulibdeh, Ammar; Alban, Ahmad; Jabbar, Rateb",,"Motivation, preference, socioeconomic, and building features: New paradigm of analyzing electricity consumption in residential buildings",BUILDING AND ENVIRONMENT,,,,Article,,,Engineering,"Human -building interactions, Preference, Motivation, Socioeconomic characteristics, Building features, Energy consumption","SOCIAL-SCIENCE RESEARCH, ENERGY-CONSUMPTION, OCCUPANT BEHAVIOR, EMPIRICAL-ANALYSIS, TRAVEL BEHAVIOR, DEMAND RESPONSE, IMPLEMENTATION, INTERVENTIONS, CONSERVATION, TECHNOLOGY","In strategic energy planning, human-oriented factors are uncertain and lead to unpredictable challenges. Thus, decision-makers must contextualize the target society to address these uncertainties. More precisely, uncertainties lead to performance gaps between assumed and actual sustainability target outcomes. This study proposed a new framework that considers vital elements, including occupant motivation, preference, socioeconomic characteristics, and building features (MPSEB). To utilize this model, a thorough face-to-face survey questionnaire was administered to measure these elements. This study explored how these elements affect the patterns of residential energy consumption in a region with numerous expat communities of various ethnic and cultural backgrounds. In particular, the study investigated the patterns of energy behaviors and human-building interactions among the residents of Qatar by collecting empirical evidence and conducting a subsequent survey analysis. Machine learning approaches were employed to explore the survey data and determine the interdependencies between features, as well as the significance of the fundamental factors influencing humanbuilding interactions. The XGBoost method was used to conduct a feature importance analysis to determine factors contributing to residential energy consumption. The results revealed the primary behavioral and socioeconomic factors that affect residential energy consumption, and confirmed the influence of human factors in Qatar while considering its diverse population.","[Zaidan, ES; Jabbar, R] Qatar Univ, Coll Arts & Sci, Dept Int Affairs, Policy Planning & Dev Program, Doha, Qatar; [Abulibdeh, A] Qatar Univ, Coll Arts & Sci, Dept Humanities, Appl Geog & GIS Program, POB 2713, Doha, Qatar; [Alban, A] Qatar Univ, Coll Engn, Machine Learning, Doha, Qatar","Abulibdeh, A (corresponding author), Qatar Univ, Coll Arts & Sci, Dept Humanities, Appl Geog & GIS Program, POB 2713, Doha, Qatar.",aabulibdeh@qu.edu.qa,,,,,,,,,,,,,2022,JUL,219,,,,,9177,9177,,10.1016/j.buildenv.2022.109177,,,,,,2026-04-25,CCC:000808292300002
